Date,Product_Owner,Product_Promoter,Product ID,Amount (Pesos)
2019-04-09,cmtieo,ooamah,4530760,55.77
2020-11-22,irodgnrp,lgbrlaoob,5591417,43.67
2021-06-03,iectmo,3baclek3eu,4530760,58.849999999999994
2024-06-23,asaeamhiycdm,aobblgorl,7379645,38.06
2019-06-14,DLTEBS,onevvL1o,6240702,376.85999999999996
2019-04-24,fudgei,rlboalbog,5078450,36.739999999999995
2020-06-23,viupdb,,7449234,193.49
2020-03-25,omicte,elc3ebka3u,4530838,113.85
2022-01-19,LApG-our,,7332897,222.86
2023-04-20,pdyhial,,6732245,17.380000000000003
2022-01-23,r1oaops,,3807284,14.190000000000001
2023-01-12,koemforob,,4934982,14.74
2024-03-15,onidrufws,,5723562,23.32
2022-11-04,wetfras,ltoyassw,4937153,31.130000000000003
2024-08-12,anierpeomknithxg,,3658109,17.05
2019-12-22,issrinrtegokcpwe,ejcoDtfofr,4649203,42.79
2024-10-17,rntteanosuerilndch,shnarereniodultntc,3553082,38.39
2024-06-23,slorcotop,usbe40d3,6752369,44.0
2023-03-15,earrdihlttcnennosu,,3688815,37.07
2023-08-19,u205dbes,,6636006,34.65
2022-11-02,rnpoidgr,lobglobra,5591417,44.11
2021-10-22,eoticm,ekl3auce3b,4530968,71.61
2023-10-05,udefig,du2be01s,5491486,44.330000000000005
2020-10-25,bmctaoop,,5695716,-51.81
2020-12-13,oomoehrdtc,fflsota,5214066,38.39
2020-12-15,dyihalp,,5823610,49.169999999999995
2020-10-08,gdriponr,glaroolbb,5770427,43.67
2019-02-12,enorokbof,bbllaogro,4952987,65.78
2024-01-11,enclinhrtusdreonta,,3688815,11.0
2021-06-12,aeaDisvisllO,,6812884,-31.9
2023-03-26,dowifnrsu,,5658640,43.45
2023-03-12,oemcti,ceasrmaone,4530838,119.24
2019-04-13,tartdneuerlnoscihn,dnrtoincnhsltueaer,3553082,45.099999999999994
2023-03-15,sytwlsoa,0es12dub,4854291,34.980000000000004
2019-03-10,etngrreeziu,oayusrnrgp,5804175,53.57
2023-08-08,ghaodtgumer,sv10affb,6208774,28.380000000000003
2022-09-06,oitrpsrnskwegcie,a0edr1m0kpyo,4649203,45.43
2021-05-17,noedltutehcsninarr,,3688815,37.4
2019-06-29,t2p4e2s0h,,7135557,36.96
2023-09-18,nrigpdor,rgolblaob,5590715,66.33
2021-12-15,omdrooehct,edrtihyogp,5036122,38.39
2024-05-07,tcoemi,ayemrg,4531007,248.49
2020-12-02,poolrcost,llrogabbo,6348147,-65.78
2019-04-15,blovjrxele,,5477563,-18.369999999999997
2019-07-13,o2bkferoom,blloobrga,7155980,43.339999999999996
2019-08-29,drrtechnaiunnotsle,,5466747,38.17
2024-01-11,caitABtrslc,afkcfarah,7128849,146.74
2024-09-15,2v3v8lee3o,,7069764,84.81
2024-10-27,ecomit,,4531020,132.77
2019-06-11,lowasyts,120eusdb,4854304,44.0
2020-06-13,eechtssir,rnoehmr,3928444,54.34
2023-11-08,ivrovpus,fvfbs1a0,7049237,43.230000000000004
2020-06-15,eedmrrdutipii,loobagrbl,7127016,45.98
2023-03-24,whaipoSdrHoe,,6698406,251.67999999999998
2024-11-13,rtoo,,4234646,11.0
2019-03-26,uAeykutistssugnnA,,6992466,252.89
2022-09-14,defdaltootete,ttstpanmhcaahet,4756687,132.0
2019-08-25,tiemco,3e3kbaucel,4530838,119.68
2023-07-21,dinynmenwae,,6735365,107.14
2022-02-27,oasltwys,s01udeb2,5393167,43.010000000000005
2019-01-06,rkoeombfo,3ue10bds,4898465,62.260000000000005
2020-01-15,mtcoaobp,,4527640,181.06
2023-04-25,eofomkrob,1dsu3be0,4898400,42.35
2024-04-29,ugfeid,degiuf,5096637,55.0
2019-05-01,ionucnhtaerendrlts,,3139747,11.0
2021-02-11,k777kk7k,,7092969,60.39
2023-07-07,pisailcdao,tatermcesn,6624657,35.86
2022-10-23,reombookf,u1sebd03,4898400,43.010000000000005
2024-02-15,cnhitsnutdreoernal,,4275817,33.55
2020-09-14,fduieg,broboglla,5096637,55.989999999999995
2019-08-05,dpaocsiali,,5431465,11.0
2019-04-10,enAotiPgolyc,,7403110,79.64
2020-08-14,0a32t22nv,,7451249,28.27
2022-03-06,gprrndio,lbaborgol,5591521,65.89
2023-02-10,povsvuir,svb0f1af,5617105,42.68
2023-04-13,cpombota,,4641936,435.93
2023-07-25,ooymechptaaerh,boalbrogl,7352930,44.11
2023-07-15,roelcst,722rrs,4904913,43.78
2024-10-06,edshigmnturii,,5961917,151.47
2019-11-27,823e3vevlo,,7069764,-86.78999999999999
2019-10-11,dhrtslnentauircone,,3688815,11.0
2020-07-05,doeoortmhc,ogssiaoldriboatunr,5130567,42.68
2019-01-18,uiibdeugng,bllbgoaro,7248371,44.11
2024-01-18,pmbtoaco,,5666921,86.57000000000001
2021-08-08,iegudf,0bue21sd,5491486,43.45
2020-07-26,foobkeomr,lglboboar,4963335,36.96
2019-01-10,nralnetdsuteonhrci,,3688815,34.980000000000004
2020-08-04,ov3l2e8v3e,,7094321,87.45
2019-01-03,drninauhrentstleoc,,3553069,11.0
2023-03-29,nansidrlcehentrtuo,,3141658,11.0
2023-10-17,euidgf,blorbolag,5078463,43.78
2021-01-18,evysewl,oyk10aemdpr0,4016753,43.78
2024-01-21,efkrmoobo,0eb31dsu,4898465,62.260000000000005
2020-02-09,afbefoltchie,,6097065,44.88
2023-07-13,tnoncaeulridnsterh,,3688815,11.0
2020-05-08,coioytAelPgn,,7224126,-90.31
2022-01-06,biudvp,,7449195,69.19
2024-03-13,rrongidp,lboorblga,5770427,43.89
2022-05-02,eoeniritsgpkwrsc,swmojeae,4649229,54.78
2019-11-19,aeofettdldoet,a1cstfb,4756687,129.14000000000001
2022-05-05,ofbkoomer,e01du3bs,4901455,41.47
2022-01-21,loofco,3g2aaM1,4057495,145.85999999999999
2021-08-19,ndscluoehiratetnrn,,3688815,37.839999999999996
2019-02-16,tLliClGfoathFLhpg,rmgaeadaf,6479876,49.169999999999995
2021-09-20,oaivinelcbla,anlileobavci,5474352,45.43
2023-12-24,laeuneritcsondrhnt,,3553030,11.0
2020-02-21,renledtrcuihntaons,,3688919,43.12
2022-12-01,kcinptsei,immknjala,6593834,45.21
2023-05-19,GpLo-ruA,,7303179,266.53000000000003
2020-01-25,lcsorte,dlre5avee,4904913,44.0
2021-01-01,micteo,irsorpop,4530838,118.47
2024-10-24,ioceoPgytnAl,,7224074,-157.07999999999998
2024-03-11,rlnoneausehnctdrit,,3688815,37.510000000000005
2020-08-21,moorokebf,01esdb3u,4898374,34.980000000000004
2020-07-17,tedteoik,rieouncastednrnlth,3499873,15.729999999999999
2023-09-17,froemokbo,olbgbaorl,5434546,48.95
2020-06-20,ets2p2h40,,7135557,18.7
2021-12-11,enrkfoboo,bgarobllo,6104254,55.330000000000005
2021-03-24,root,,4234646,11.88
2024-01-03,hodcoetomr,AAovMielG,5036083,62.260000000000005
2024-01-20,nkgroceesiptrsiw,ebirebyDKib,4649203,59.18
2021-10-31,fguedi,ebsd102u,5491486,41.47
2021-01-28,nlnrasdecituotrehn,,3688815,11.0
2020-01-18,bmeookfro,3us1db0e,4898400,43.339999999999996
2024-03-26,cbpmooat,,5666830,51.81
2020-11-02,odtaetelftdeo,1t01ga5,4756687,-127.16000000000001
2021-07-18,fdofdemoroe,3Es1udb0,6085742,30.91
2019-11-13,comtei,rygeam,4530760,55.77
2024-07-11,ceslelreifta,,5756270,-102.08
2020-06-14,TrmpigcsenVoEorori,Hievblealre,6712628,109.89
2020-05-18,ltpscrooo,otalsff,6348264,62.260000000000005
2021-01-19,onusndlnrteachtrie,,3553030,-33.55
2019-02-22,rriopngd,blgorolba,5591560,42.79
2024-05-02,tiwddalgi,,7169175,177.54000000000002
2020-08-24,euibgidgun,alrgobbol,7222995,43.67
2024-08-24,uerhirasndlcttneon,OONAERMK,3688919,-45.760000000000005
2024-07-08,tropssifes,W2m431m4,6911762,83.82000000000001
2020-12-30,otro,,4234646,11.0
2024-06-02,rkebonfoo,gaboblrlo,4974944,55.88
2024-01-08,es8cla,,7232082,120.78
2023-07-21,2p0ehst42,,7135557,18.7
2021-12-22,obokormef,lbogorbal,5699915,48.84
2022-09-09,annhditnurrcesloet,herrentcldunainsot,3808454,19.69
2024-03-12,velbeoxrjl,,5350124,26.73
2023-09-07,mptmaz,azpmmt,7324486,-53.57
2020-10-02,eoipssrneirgtwck,ww26397,4649203,46.419999999999995
2020-05-04,tseoprfiss,cte413als,6911762,98.67
2019-05-31,zptmma,shekyous,7324486,54.669999999999995
2019-08-15,osepsritfs,01tg15a,6911775,227.14999999999998
2020-07-25,trosdaiernentncluh,,3688919,43.12
2023-11-06,rryiam,,7271212,285.01
2019-08-20,iUonyStuy,rmiodWfsLofie,7015957,73.92
2024-06-24,geufdi,rgbolboal,5079451,-58.849999999999994
2023-06-22,defleodeaottt,g510ta1,7348627,129.69
2019-01-25,oecimt,uceablk33e,4530864,180.39999999999998
2021-02-15,dnrrigpo,boglaorlb,5591521,66.55
2023-10-04,iavsmiesp,iestauitknuebrsord,5697068,26.84
2021-07-25,aesllOsavDii,,6771739,103.29
2021-07-24,pfnkiaabacf,a1sfv0fb,3824795,-29.81
2023-10-19,iphydla,ffipaaylhd,5678842,44.0
2019-11-16,obsatoor,w3w9672,6711900,168.85
2024-05-10,oswalyts,s2beu01d,4854304,44.44
2023-05-08,gfeudi,2budes10,6618586,43.56
2019-06-29,ienapghkemrxiton,,3658135,51.81
2022-10-04,orridgnp,agllorbob,5591417,41.47
2020-03-13,cssfrattka,,6683378,36.410000000000004
2022-08-26,teiscehsr,hssushaasssmb,3967392,69.19
2021-11-11,otiemc,abslhr1n23ewcor,4530864,180.84
2022-12-06,slaostwy,sbu1e02d,4854291,36.96
2019-06-28,erbonoofk,albgroblo,6104254,55.22
2021-11-04,fgideu,lbalbrogo,5268185,37.07
2022-07-18,nerneuhoinlttradsc,,3685149,-66.33
2024-02-29,temico,paeoytsrcrok,4531007,250.36
2023-08-06,rdoinelasntrtchneu,,3688815,37.95
2022-05-08,eomorbfko,labbgloro,4915066,34.980000000000004
2023-02-03,rwfesat,mamknalij,5277051,-45.54
2021-08-17,ntearhnseiuoncdtrl,,3688815,11.0
2022-11-02,pgnridro,brbaoolgl,5770427,43.56
2023-03-10,ovrvuspi,bvaf10fs,5617105,43.010000000000005
2023-09-14,deoroffodme,,6085742,-30.91
2020-11-23,ufegid,golbbarlo,5078463,44.11
2020-05-07,toicme,og8buroeerb,4530864,-171.27
2021-07-24,lotcers,gblboaolr,5010473,-94.38
2023-10-04,drognrpi,lboragblo,5591417,42.68
2022-08-26,guefdi,galorlobb,5078463,43.45
2021-09-05,cmotei,33bklueaec,4530838,120.01
2020-02-17,udsnoirfw,1aamHtmTisnuye,6024694,68.09
2021-02-12,cmioet,,4530838,120.44999999999999
2020-08-11,kmobeofor,obrlgbloa,4948320,44.77
2019-08-10,nrcnrhuitnsdaeoelt,nneraitdnolertcshu,3553082,45.099999999999994
2020-01-26,EriorircosTneVpmgo,a9A47eloi1Mcg,6712719,116.27000000000001
2021-09-15,me2agle3i,,7160348,84.59
2023-10-30,dlpyhai,lhafdfaipy,5764980,17.16
2024-06-16,fokoromeb,rlbaloobg,4915079,43.67
2019-12-27,bonipsra,pilaoecn,7131098,46.2
2023-08-28,einoelrtsdaucrntnh,,3553082,11.0
2022-06-19,loystswa,eu1d20sb,4854304,43.230000000000004
2019-04-09,dorrpnig,rlbobloga,5770427,43.67
2022-09-11,sremieholersdeba,u630dsEb,6994234,34.980000000000004
2022-03-26,acpdoiaisl,,5431556,11.0
2021-01-03,nesrhtatneriuocldn,,4634097,-17.05
2021-08-14,eoypohamcehrat,bgbrollao,7513662,43.67
2019-11-21,rbuT3a21,Mrkaoi,5698693,-168.3
2021-10-05,etoslraerynirtec,relvea,5635318,77.88
2023-06-08,stoGpueeslwnsm,,6938022,275.21999999999997
2019-08-30,iuhgvewtaense,mmxceo,7111221,47.41
2020-10-19,feaottteleodd,msydiluosm,4756687,130.57
2021-03-15,unibdgiueg,roaobblgl,7218289,43.67
2023-05-13,ootr,,4234646,11.0
2021-12-01,goirndrp,lobarbglo,5591547,49.28
2021-03-01,ecitom,ertayprsoock,4530968,70.84
2023-12-25,rNDnsfPoeeoane,ftx191,7043374,51.04
2024-03-13,a7tgoeeilaptr,itkaaC,7496515,522.39
2022-01-29,ycetrdTiae,,4785755,166.54000000000002
2019-07-03,ytlwsaso,0ub12sed,5393167,43.339999999999996
2024-11-01,leilivDassOa,,6812884,33.22
2024-11-11,thehaillday,nysakauamtad,5802069,43.12
2019-02-13,wevysle,oaer100mkpyd,3988881,47.3
2021-10-18,ntrlhucreonsndeiat,mbr0ztc,4652076,95.26
2021-05-11,ssyowtal,se0du21b,4854304,42.68
2021-11-10,rao1pso,,3804905,22.0
2023-02-16,DsailiOevlsa,,6771739,45.21
2020-10-24,beormkoof,eb3d1su0,4898374,36.19
2023-03-24,feoorobmk,orlbgobal,4963335,89.97999999999999
2020-01-15,iufdeg,bseu210d,6063447,44.0
2019-07-04,tsaoswly,02eb1sdu,4854304,44.66
2019-09-02,nasidouttnrenehclr,insectrouaetdlhrnn,5466747,45.099999999999994
2021-04-17,ooofkrbme,ed0sb1u3,4898374,34.980000000000004
2020-01-09,icoalrlro,,2542397,38.94
2022-06-29,aookhmbis,rblloobga,7465250,45.54
2024-06-27,athigsrec,nsofn4eox2,6335719,-45.54
2022-03-17,eovsFFooniartetnrCdmerve,TIR70PA,6391060,3770.03
2022-11-19,olibieavlnca,vlbncaliieoa,5474469,45.760000000000005
2020-06-16,needamnwiyn,,4010591,1158.96
2020-06-20,bogrer,rloalobgb,5944614,42.79
2022-12-30,ceosltr,gbolobrla,5010473,92.07
2021-06-10,bovellrexj,,5477563,19.25
2021-10-16,ngropidr,ollbgabro,5591417,43.56
2021-10-08,foltxso,,4710355,49.28
2019-11-27,fooolc,sgTieo,5332821,137.72
2019-10-23,mctieo,mrimtscono,4530916,114.51
2020-02-17,roto,,4234646,11.0
2023-01-20,uiscadtt4pigor4dl,,7207278,176.0
2022-12-23,cpsrinrliflaeaiogm,crcntlat,5003869,196.45999999999998
2023-04-14,obofmerko,0seu31bd,4898374,34.980000000000004
2022-04-22,irspgeoiwenskctr,amrpde0yo0k1,4649203,45.43
2020-07-09,olcofo,tcpebra,5332821,175.23
2024-09-25,gnduubgiei,oglobralb,7218289,43.45
2019-06-21,lahpdyi,,5936918,55.88
2024-06-22,ctmoei,osopri2pr,4530864,181.83
2021-10-02,igdeuf,blraobolg,5078450,34.980000000000004
2019-10-25,sboratoo,,6967142,-61.93
2019-01-06,drkbyasca,oboalbrgl,5527730,43.339999999999996
2022-08-11,gdopnrir,ooralgbbl,5883267,44.44
2023-03-22,oo2rkefbom,olblaborg,7173543,88.0
2024-01-30,lwassyot,bu2es0d1,4854291,37.4
2024-08-07,VEerpoigormiTnorcs,blvHeaeleir,6712628,117.04
2020-06-02,iyplahd,,5678842,45.760000000000005
2019-04-26,ucloiPdlGorehS,a0g15t1,7173322,187.66
2021-01-19,fiegud,lgooabrlb,5096533,34.980000000000004
2022-01-14,iugfed,0ubs2de1,5491486,44.11
2022-02-25,sGmtsopelnsuwe,,6983847,138.70999999999998
2022-09-27,orto,,4234646,11.0
2020-02-06,beomfkoor,orlglbbao,4915079,43.230000000000004
2024-12-11,LPF4LC2,,7424911,45.43
2021-06-25,ofkroobme,ud01seb3,4898400,47.3
2024-05-04,sutrtetuaforip,0d2e5nekny,6418893,1129.3700000000001
2023-08-25,uigefd,oorgablbl,5078463,43.56
2022-01-30,UoSiynyut,,7015957,101.64
2019-03-02,ieaClVnirPsoro,,7354360,97.9
2022-07-03,kbmofreoo,alogrlobb,4915079,43.12
2020-07-13,dhirHwopaoSe,,6698406,931.26
2019-08-21,noridgpr,bolabrglo,5802576,43.67
2022-11-04,erbgor,gbololrab,5985694,44.0
2023-05-23,ewgrpisnrtee,,7349888,247.5
2021-04-26,sislaaDOlvie,,6771739,102.52000000000001
2020-12-11,ionytgAelPoc,,7224087,142.89000000000001
2023-01-08,woyslsta,b0u2sd1e,7153380,43.339999999999996
2021-01-03,nrlnttiucehaorensd,,3688815,37.29
2021-06-24,vosvipur,fs1fvab0,6899451,43.010000000000005
2019-08-31,o1saopr,,4160338,134.31
2024-08-15,figeud,obllgraob,5078632,42.79
2021-02-08,omkefboor,1bd3eu0s,4901481,34.980000000000004
2020-01-25,piesviasm,ayennlepasz,5697068,34.43
2021-06-09,iaoilpdacs,mogilshramtan,5215431,51.81
2022-08-03,ootetelteddaf,,4756687,130.45999999999998
2024-04-03,orbemfoko,03edsu1b,4898400,41.47
2023-06-30,seeemdenfho,oablorlbg,7179900,38.06
2019-09-27,grebor,obagrobll,5944614,42.79
2019-03-18,eeoipnwrza,fnsrakreotasisum,5378100,75.13
2024-10-24,nytgoAPoceli,,7403110,-80.3
2024-10-18,storbaoo,on88Mo,6711874,59.510000000000005
2020-05-10,clolioeinrePMrassi,hatsrlsuwupel,3718559,42.239999999999995
2020-08-21,vsiapsmie,sepophcrru,5696899,19.69
2023-08-12,fuiegd,logbablro,5078463,44.330000000000005
2019-09-26,tmopmneaeCySlupnp,,6655753,53.57
2023-10-20,eo2vv3e3l8,,7255417,77.22
2021-12-17,oeokrofbn,agoobbllr,4937556,55.22
2023-02-14,tatoofddeleet,taptthtsamneach,4756687,121.44
2021-07-11,3oel28v3ve,,7024771,177.87
2019-04-18,yeswelv,hskera,4016818,28.49
2019-09-02,lcieanvaboli,2b2du0se,5474482,20.46
2024-11-07,tAygiecoPoln,,7224074,166.54000000000002
2022-06-09,kewirfeorws,,7191379,43.89
2021-05-26,veunesewthgia,11cc23A,7111247,-95.26
2024-04-23,fmorkoboe,fv01asfb,4969718,62.260000000000005
2023-03-29,weyvels,d0y1rameo0kp,4016831,73.92
2024-03-18,fdtelttdeoaoe,eravel,4756687,131.67000000000002
2022-08-26,bremoofok,1b0eus3d,4901546,66.55
2022-02-06,fuedig,lrbgoaolb,5078463,42.79
2019-08-28,ecmtio,,4531020,24.31
2020-02-25,orostabo,022122vh,6711887,104.72
2023-03-20,wBaoHootT,ynaenlOgnrcEPtaee,4806204,197.34
2019-10-05,prodinrg,loaglrbbo,6263829,38.5
2023-04-14,ssniaelasteKr,5a110tg,6938932,117.37
2020-09-20,irrmya,,7157852,84.37
2024-07-02,onprgidr,olrbolbga,5800717,42.35
2021-01-31,osbaotor,m2P1a21,6711887,103.4
2020-10-06,oocflo,zveUes,4057547,132.99
2022-09-13,ifudeg,brlooaglb,5078463,54.45
2020-12-12,iodtatesrnhunrlenc,,4928690,28.6
2020-03-08,clpotroso,sflftoa,6620445,44.22
2021-08-20,toor,,4234646,11.0
2019-01-30,dlavieudc,,7504133,107.91000000000001
2021-12-16,saeacyrlel,s4bu1ed0,5047744,36.739999999999995
2021-01-07,idulttncansrhreneo,,4652076,95.26
2021-07-07,lustpraul,xamonpeety,3995524,940.17
2019-10-10,dfgieu,lgrlboaob,5096572,65.34
2023-07-04,oablruerla_,,7292480,203.5
2022-06-02,shtavass,1safbv0f,6640764,45.099999999999994
2020-04-10,gfiude,gllborabo,5096546,43.56
2022-03-17,colsrptoo,oftfals,6348251,43.339999999999996
2020-11-02,laselearcy,s4e0dub1,5048212,36.3
2023-05-31,vipuovrs,fsb0vf1a,5617157,58.52
2020-03-15,prsrVnceieetoDoRes,soehzudtne,7380620,266.53000000000003
2021-10-23,elehcndornsntritau,,3688815,34.980000000000004
2022-05-02,edricatexl,,3983733,55.66
2022-03-22,ecethahoprymoa,agborboll,7497386,41.47
2020-11-25,ritnduhcsrneeolnta,,5466747,38.17
2019-08-23,lDievaislaOs,,6812884,26.84
2020-10-13,tlaiedtnroceruhsnn,,3139864,43.12
2024-07-12,dgfeui,sde2u10b,5491512,65.34
2024-09-14,eipsgiroewntcskr,1rdye0poakm0,4649216,-35.31
2020-06-08,tatrcbrtA,pduivb,6815757,45.43
2023-06-19,meturggaohd,sfvbf01a,6526520,45.760000000000005
2023-04-14,mteoci,mhaavocid,4530838,117.37
2023-12-17,ugdfie,lrboabgol,5078463,43.45
2020-11-05,omeobfokr,robgllaob,4963322,30.14
2020-04-17,ticaonpoynmr,,7198789,84.47999999999999
2020-08-23,pydailh,,5678842,45.760000000000005
2024-08-30,ofcloo,nmieoidlcit,4055506,16.94
2020-03-05,soirornTgeripmEVco,0p011h29,6712732,217.58
2024-10-01,kefbromoo,usb13d0e,4901494,36.3
2021-03-26,ubsipe,,7496671,281.82
2019-02-22,xevlljroeb,,5350124,20.02
2023-06-09,oemyhhteaapcor,alobbrolg,7513662,43.89
2020-03-23,iordgpnr,aolglbrob,5883267,42.46
2022-06-26,rekfoombo,13b0udes,4898400,43.45
2022-10-05,Mnhtray,,3406572,36.63
2023-08-19,evtaseghinewu,cxmmoe,7111221,43.230000000000004
2022-07-30,iedugf,rlabloogb,5096572,62.260000000000005
2020-06-19,iDroetnmP,1t15ga0,6938516,-109.89
2019-02-16,ogrbre,bolabglor,5985668,35.97
2022-03-23,I966688,AF5F1,6979284,215.16
2019-05-20,nihsemmsoriooc,,5164900,236.39
2020-07-02,orcodoehmt,obarglbol,5032677,34.980000000000004
2024-09-11,eamoortyacpehh,lgrblobao,7350252,66.0
2023-12-16,reimDotPn,doifreeacM,6938516,109.89
2020-06-14,l7ottegaaiper,a1boanvaDt,7496528,255.86
2023-05-09,rgnrdpio,arobolbgl,5591417,43.78
2021-07-20,botpmoca,,6935890,46.31
2021-08-01,fgueid,barobogll,5096533,36.96
2022-03-31,vo3e3el82v,,7024784,-274.89
2023-07-10,fdwrsuoin,,6802471,55.0
2023-06-13,eboacilnialv,aiallvoiebcn,5474521,54.89
2023-03-20,hiardnleteurnconts,,3688815,11.0
2019-08-13,ropdirng,ablgoborl,5591417,43.67
2019-02-02,mcososhinoierm,,5021211,312.29
2024-08-03,eripksgsoitwnecr,o0mdayprk10e,4649203,45.099999999999994
2021-01-13,s1poaro,,3838640,136.07
2024-01-16,aocptobm,,5695833,54.12
2024-04-28,ekoirreipgnwsstc,rm10d0opykae,4649203,17.05
2022-06-12,iegwneptirscoskr,mgniouesltor,4649203,42.79
2020-10-15,coietm,ltemeim,4530838,117.37
2020-09-21,ocolof,s7kbao,5332821,138.82
2023-03-02,toro,,4234646,11.0
2024-08-25,udlanerohctnnietrs,,3688815,11.0
2020-07-02,eoookbfrm,rblbgaloo,4915079,42.68
2023-03-09,oysltwas,u1sed0b2,4854317,59.510000000000005
2022-10-25,nrrdigpo,bolblorga,5591417,43.67
2024-01-31,stlaysow,su1db02e,7410689,44.0
2020-11-02,lowstysa,0d21bues,4854317,58.52
2019-07-31,paudwmrloreo,oarbgolbl,6782373,43.67
2023-05-05,eedttoeoaftdl,imsuodylms,7348627,127.71
2024-08-27,nsiktpeic,ruvflt4asea_fvili7ia,6038201,56.87
2021-05-24,rtoo,,4234646,11.0
2020-08-01,orpoas1,,3810118,-134.31
2023-04-18,rtGmsaesI,,6844279,25.74
2023-10-09,rodrnpig,lobbagolr,5591391,-36.410000000000004
2024-03-06,ookbmfreo,e13ubsd0,4898374,37.4
2024-08-05,sLaNb,oigoclAnPety,6966596,84.15
2021-03-06,eheinslrntrctundao,,3141658,11.0
2020-04-30,os1rpoa,,3826108,125.83999999999999
2019-09-15,eltoreinnuncastrdh,spiikgenerrcoswt,3553082,36.19
2023-07-01,udifeg,bglalrboo,5096546,43.339999999999996
2019-08-01,ruatttoipsfreu,ans4oa5,6419062,287.32
2022-12-18,fkooenorb,orlabogbl,4974957,62.260000000000005
2023-06-16,teimco,vi4r2eidg,4530838,117.37
2022-02-28,vrltielaNu,rhaowtPpyseauP,6762444,71.72
2023-05-20,iecmot,rgaeym,4530838,122.54
2019-08-29,odignprr,arogbbllo,5802576,-43.339999999999996
2019-04-16,deignuubig,algbbrloo,7248397,-65.34
2020-12-31,gngiibdeuu,roglobbla,7218289,44.0
2024-02-26,lhuorarnedtteisncn,,3688776,18.48
2023-08-02,toyAiegnlPoc,,7224074,164.78
2019-02-16,ogrerb,ogbaolbrl,5985694,44.0
2024-07-28,tiedktoe,osridauhtlnrnncete,5204303,36.19
2023-05-23,ceimto,enmoriolja,4530838,117.37
2023-09-28,nieudugigb,ogloabrlb,7218289,43.89
2024-06-19,iuhcseorttnlerdnan,,5604027,8.8
2020-04-20,crletso,iftxihacco,4904913,36.96
2021-03-06,iugedf,rglobloab,5096546,44.22
2020-01-15,irpngord,arolobbgl,5591417,43.45
2024-12-07,esirtehsc,asymtharaacuh,3967405,-37.07
2023-05-20,trtrinodsulacenenh,,3688815,11.0
2020-02-16,ietnDroPm,g15ta10,6938516,117.37
2024-11-30,uahdhtncrsir,,2451007,75.9
2019-09-25,llbnvaicoeia,2s2ebud0,5474417,84.26
2023-03-15,iusneenncldrottahr,,3688919,-44.77
2024-06-10,robfkoome,rboolablg,6069882,45.43
2022-08-29,ennyitiisfnse,pnaorgyrus,6380075,29.15
2020-03-09,nmpartomaioulut,xnciaHenamMk,3362320,30.47
2021-03-19,ioscmlavi,sskan2e2ru,3653065,-45.43
2023-01-06,ltpdsutiadr4cog4i,,7207278,175.23
2023-06-24,gridornp,rbbglloao,5591417,43.56
2021-06-24,eaivusghewent,PhaeutysroPwpa,7111221,43.230000000000004
2023-10-17,esleidunnrrohtcatn,,3687645,11.0
2021-07-03,ufdgie,us02e1db,5491512,66.33
2024-10-07,tlsoywas,ue1bd0s2,4854304,44.11
2020-06-13,enimors,,4814355,17.27
2020-01-05,erdcmoohot,awlitaidrwg,5036083,64.78999999999999
2022-07-01,hwetiunsageev,moecmx,7111221,46.97
2023-01-25,gufedi,d1s0b2ue,6618586,43.45
2022-06-26,artnenoildretunshc,,3688815,35.2
2020-08-05,tltedfdeateoo,0g5t11a,7348627,-130.02
2020-12-18,fkorobeom,oagllbbro,4948320,46.2
2021-01-07,eacetiofhblf,,6097065,44.88
2022-04-05,oohctedmro,mTpauMgra,5036122,38.39
2019-05-12,hassvast,sa0f1vbf,6624319,45.099999999999994
2019-06-29,koteniserpcrgisw,casesjl,4649203,43.12
2020-07-10,aa_anudncIhenPLtrl,,6816017,19.69
2020-01-05,fbaheiceoftl,,6097065,44.88
2020-12-09,udwornifs,,5658640,148.28
2024-05-08,tedrseornalctunihn,,4581109,51.81
2020-09-16,oicemt,inhhj2o,4530864,173.91
2019-10-28,eormocdtho,cathavreromajv,5130567,43.339999999999996
2020-11-23,ocboptma,,4527276,52.47
2020-09-18,kfbemooor,,5699941,22.44
2022-09-16,orhetoocmd,tasoffl,5520034,43.67
2024-10-01,matmfrb,erBrgyerTo,5561439,39.269999999999996
2024-11-30,ormoebfko,ooblglbra,4915079,43.56
2024-05-18,inopgskrciseewrt,m0orep01dkay,4649203,97.35
2021-06-25,tAlooneyicPg,,7224087,264.33000000000004
2019-06-07,klisltlsayocemsad,llbaoobrg,7147036,50.27
2024-01-04,o3vee2lv38,,7024771,182.05
2019-01-17,pkeowgrrcsiinest,,4649203,42.79
2024-09-26,lkastcmyslailosed,rblgobaol,6923553,56.87
2023-01-27,cknwseipgrtories,1e00omyapkrd,4649203,-45.98
2019-06-10,4t22esh0p,,7135583,102.52000000000001
2019-03-17,eegtrisorcpikwsn,dok0arme1y0p,4649203,43.12
2021-04-18,ennhoanctelrsitudr,,3688919,43.12
2023-06-08,boekrfmoo,d0b13sue,4901455,43.67
2023-11-08,vnhseieeutwga,nodgdelmea,7111286,34.43
2020-06-04,etdcmhooor,drBonbo,5130567,43.12
2019-07-01,cedhmtrooo,rBobdno,5036161,55.11
2021-10-07,vjeeblxlor,,5349474,45.099999999999994
2024-02-28,nodirtsrenlhtuance,bdiaetnemr,5466747,43.12
