date,datetime,cash_type,card,money,coffee_name,day,month
2024-04-18,50:17.3,card,ANON-0000-0000-0122,28.9,Cortado,Thursday,April
2024-04-18,34:19.8,card,ANON-0000-0000-0123,38.7,Cappuccino,Thursday,April
2024-04-18,35:49.4,card,ANON-0000-0000-0123,38.7,Latte,Thursday,April
2024-04-18,44:15.8,card,ANON-0000-0000-0069,38.7,Latte,Thursday,April
2024-04-18,21:05.9,card,ANON-0000-0000-0085,38.7,Cappuccino,Thursday,April
2024-04-18,39:51.2,card,ANON-0000-0000-0024,38.7,Hot Chocolate,Thursday,April
2024-04-18,40:49.0,card,ANON-0000-0000-0009,38.7,Hot Chocolate,Thursday,April
2024-04-19,10:36.3,card,ANON-0000-0000-0001,38.7,Latte,Friday,April
2024-04-19,11:47.8,card,ANON-0000-0000-0040,33.8,Americano with Milk,Friday,April
2024-04-19,13:20.9,card,ANON-0000-0000-0040,38.7,Cappuccino,Friday,April
2024-04-19,58:54.1,card,ANON-0000-0000-0124,38.7,Hot Chocolate,Friday,April
2024-04-19,59:49.7,card,ANON-0000-0000-0124,38.7,Cappuccino,Friday,April
2024-04-19,23:19.3,card,ANON-0000-0000-0024,38.7,Cocoa,Friday,April
2024-04-19,25:33.4,card,ANON-0000-0000-0009,33.8,Americano with Milk,Friday,April
2024-04-20,24:42.7,cash,Not Provided,35.0,Americano with Milk,Saturday,April
2024-04-20,08:35.7,card,ANON-0000-0000-0125,33.8,Americano with Milk,Saturday,April
2024-04-20,09:42.7,card,ANON-0000-0000-0125,33.8,Americano with Milk,Saturday,April
2024-04-20,08:37.4,card,ANON-0000-0000-0118,28.9,Americano,Saturday,April
2024-04-20,09:47.9,card,ANON-0000-0000-0118,33.8,Americano with Milk,Saturday,April
2024-04-20,10:55.2,card,ANON-0000-0000-0118,38.7,Hot Chocolate,Saturday,April
2024-04-20,44:18.1,card,ANON-0000-0000-0040,38.7,Cappuccino,Saturday,April
2024-04-20,11:00.3,card,ANON-0000-0000-0009,33.8,Americano with Milk,Saturday,April
2024-04-20,22:40.7,card,ANON-0000-0000-0012,32.82,Americano with Milk,Saturday,April
2024-04-20,49:25.1,card,ANON-0000-0000-0126,32.82,Americano with Milk,Saturday,April
2024-04-20,07:58.0,cash,Not Provided,39.0,Cocoa,Saturday,April
2024-04-20,27:41.5,card,ANON-0000-0000-0127,37.72,Cappuccino,Saturday,April
2024-04-20,28:46.9,card,ANON-0000-0000-0127,37.72,Cappuccino,Saturday,April
2024-04-20,30:55.3,card,ANON-0000-0000-0128,37.72,Latte,Saturday,April
2024-04-21,16:45.7,card,ANON-0000-0000-0001,37.72,Latte,Sunday,April
2024-04-21,15:37.5,card,ANON-0000-0000-0099,27.92,Americano,Sunday,April
2024-04-21,09:03.2,cash,Not Provided,39.0,Cappuccino,Sunday,April
2024-04-22,09:16.4,card,ANON-0000-0000-0012,27.92,Americano,Monday,April
2024-04-22,29:27.1,card,ANON-0000-0000-0129,32.82,Americano with Milk,Monday,April
2024-04-22,40:33.0,cash,Not Provided,39.0,Latte,Monday,April
2024-04-22,39:04.8,card,ANON-0000-0000-0009,37.72,Latte,Monday,April
2024-04-22,02:29.2,cash,Not Provided,39.0,Cappuccino,Monday,April
2024-04-23,22:36.0,card,ANON-0000-0000-0025,37.72,Cappuccino,Tuesday,April
2024-04-23,23:53.1,card,ANON-0000-0000-0024,32.82,Americano with Milk,Tuesday,April
2024-04-23,24:57.5,card,ANON-0000-0000-0009,37.72,Cappuccino,Tuesday,April
2024-04-23,42:27.8,card,ANON-0000-0000-0130,32.82,Americano with Milk,Tuesday,April
2024-04-23,43:26.2,card,ANON-0000-0000-0130,32.82,Americano with Milk,Tuesday,April
2024-04-24,19:38.3,card,ANON-0000-0000-0001,37.72,Latte,Wednesday,April
2024-04-24,21:27.3,card,ANON-0000-0000-0131,32.82,Americano with Milk,Wednesday,April
2024-04-24,23:46.1,card,ANON-0000-0000-0132,32.82,Americano with Milk,Wednesday,April
2024-04-24,33:26.3,card,ANON-0000-0000-0133,32.82,Americano with Milk,Wednesday,April
2024-04-24,39:09.3,card,ANON-0000-0000-0059,32.82,Americano with Milk,Wednesday,April
2024-04-24,39:07.4,card,ANON-0000-0000-0009,32.82,Americano with Milk,Wednesday,April
2024-04-24,39:50.0,card,ANON-0000-0000-0134,32.82,Americano with Milk,Wednesday,April
2024-04-24,40:54.0,card,ANON-0000-0000-0134,37.72,Cappuccino,Wednesday,April
2024-04-25,46:08.1,card,ANON-0000-0000-0135,27.92,Americano,Thursday,April
2024-04-25,18:27.0,card,ANON-0000-0000-0009,37.72,Latte,Thursday,April
2024-04-25,09:43.5,card,ANON-0000-0000-0012,27.92,Americano,Thursday,April
2024-04-25,10:49.2,card,ANON-0000-0000-0012,27.92,Americano,Thursday,April
2024-04-26,12:50.6,card,ANON-0000-0000-0001,37.72,Latte,Friday,April
2024-04-26,01:30.6,card,ANON-0000-0000-0136,37.72,Latte,Friday,April
2024-04-26,31:28.3,card,ANON-0000-0000-0137,37.72,Cappuccino,Friday,April
2024-04-26,32:35.4,card,ANON-0000-0000-0012,27.92,Americano,Friday,April
2024-04-26,33:33.1,card,ANON-0000-0000-0012,27.92,Americano,Friday,April
2024-04-26,23:26.5,card,ANON-0000-0000-0138,27.92,Cortado,Friday,April
2024-04-26,24:33.8,card,ANON-0000-0000-0139,27.92,Americano,Friday,April
2024-04-26,32:07.1,card,ANON-0000-0000-0009,37.72,Hot Chocolate,Friday,April
2024-04-26,33:30.2,card,ANON-0000-0000-0009,37.72,Cocoa,Friday,April
2024-04-27,27:00.7,card,ANON-0000-0000-0009,37.72,Cappuccino,Saturday,April
2024-04-28,32:52.5,card,ANON-0000-0000-0001,37.72,Latte,Sunday,April
2024-04-28,30:09.7,card,ANON-0000-0000-0140,37.72,Cappuccino,Sunday,April
2024-04-28,27:08.2,card,ANON-0000-0000-0012,27.92,Americano,Sunday,April
2024-04-28,28:11.4,card,ANON-0000-0000-0012,27.92,Americano,Sunday,April
2024-04-28,29:02.4,card,ANON-0000-0000-0019,37.72,Latte,Sunday,April
2024-04-29,26:31.9,card,ANON-0000-0000-0141,27.92,Cortado,Monday,April
2024-04-29,27:56.9,card,ANON-0000-0000-0003,27.92,Americano,Monday,April
2024-04-29,28:53.9,card,ANON-0000-0000-0003,27.92,Cortado,Monday,April
2024-04-29,53:35.7,card,ANON-0000-0000-0141,27.92,Cortado,Monday,April
2024-04-29,54:24.4,card,ANON-0000-0000-0141,32.82,Americano with Milk,Monday,April
2024-04-29,37:48.4,card,ANON-0000-0000-0140,37.72,Cappuccino,Monday,April
2024-04-29,12:33.2,card,ANON-0000-0000-0134,37.72,Cappuccino,Monday,April
2024-04-29,13:37.9,card,ANON-0000-0000-0134,37.72,Cappuccino,Monday,April
2024-04-30,16:41.5,card,ANON-0000-0000-0142,37.72,Latte,Tuesday,April
2024-04-30,34:52.2,card,ANON-0000-0000-0142,32.82,Americano with Milk,Tuesday,April
2024-04-30,35:47.6,card,ANON-0000-0000-0142,32.82,Americano with Milk,Tuesday,April
2024-04-30,41:52.3,card,ANON-0000-0000-0142,27.92,Americano,Tuesday,April
2024-04-30,43:00.0,card,ANON-0000-0000-0142,32.82,Americano with Milk,Tuesday,April
2024-04-30,19:18.1,card,ANON-0000-0000-0142,37.72,Cappuccino,Tuesday,April
2024-04-30,30:04.0,card,ANON-0000-0000-0142,32.82,Americano with Milk,Tuesday,April
2024-04-30,31:21.0,card,ANON-0000-0000-0142,37.72,Latte,Tuesday,April
2024-05-02,33:55.7,card,ANON-0000-0000-0143,27.92,Americano,Thursday,May
2024-05-02,29:57.1,cash,Not Provided,39.0,Latte,Thursday,May
2024-05-02,49:39.9,card,ANON-0000-0000-0133,32.82,Americano with Milk,Thursday,May
2024-05-02,36:22.1,card,ANON-0000-0000-0144,37.72,Cappuccino,Thursday,May
2024-05-02,41:11.2,card,ANON-0000-0000-0024,32.82,Americano with Milk,Thursday,May
2024-05-02,18:33.1,card,ANON-0000-0000-0145,37.72,Latte,Thursday,May
2024-05-02,19:56.4,card,ANON-0000-0000-0145,37.72,Cappuccino,Thursday,May
2024-05-03,11:53.4,cash,Not Provided,39.0,Latte,Friday,May
2024-05-03,30:00.9,card,ANON-0000-0000-0146,37.72,Latte,Friday,May
2024-05-03,03:24.9,card,ANON-0000-0000-0147,37.72,Latte,Friday,May
2024-05-06,05:17.9,card,ANON-0000-0000-0148,27.92,Americano,Monday,May
2024-05-06,06:51.6,card,ANON-0000-0000-0149,37.72,Cappuccino,Monday,May
2024-05-06,08:05.9,card,ANON-0000-0000-0149,32.82,Americano with Milk,Monday,May
2024-05-06,09:08.0,card,ANON-0000-0000-0150,27.92,Americano,Monday,May
2024-05-06,39:12.6,card,ANON-0000-0000-0141,27.92,Cortado,Monday,May
2024-05-06,34:20.6,cash,Not Provided,29.0,Americano,Monday,May
2024-05-06,18:11.0,card,ANON-0000-0000-0148,27.92,Cortado,Monday,May
2024-05-06,19:00.8,card,ANON-0000-0000-0148,27.92,Americano,Monday,May
2024-05-06,18:13.0,card,ANON-0000-0000-0151,37.72,Cappuccino,Monday,May
2024-05-06,19:49.5,card,ANON-0000-0000-0151,37.72,Cappuccino,Monday,May
2024-05-07,44:55.6,card,ANON-0000-0000-0148,37.72,Cocoa,Tuesday,May
2024-05-07,21:58.5,card,ANON-0000-0000-0141,27.92,Cortado,Tuesday,May
2024-05-07,23:34.9,card,ANON-0000-0000-0077,27.92,Cortado,Tuesday,May
2024-05-07,42:07.9,card,ANON-0000-0000-0148,37.72,Cocoa,Tuesday,May
2024-05-07,55:38.8,card,ANON-0000-0000-0152,27.92,Americano,Tuesday,May
2024-05-07,37:46.4,card,ANON-0000-0000-0153,37.72,Cappuccino,Tuesday,May
2024-05-07,38:48.2,card,ANON-0000-0000-0153,37.72,Latte,Tuesday,May
2024-05-07,35:37.2,cash,Not Provided,34.0,Americano with Milk,Tuesday,May
2024-05-07,12:12.5,card,ANON-0000-0000-0154,37.72,Cappuccino,Tuesday,May
2024-05-07,13:12.2,card,ANON-0000-0000-0154,37.72,Cappuccino,Tuesday,May
2024-05-08,07:28.9,card,ANON-0000-0000-0001,37.72,Latte,Wednesday,May
2024-05-09,54:21.8,card,ANON-0000-0000-0155,37.72,Cappuccino,Thursday,May
2024-05-09,03:58.6,card,ANON-0000-0000-0156,27.92,Americano,Thursday,May
2024-05-09,04:57.6,card,ANON-0000-0000-0156,37.72,Latte,Thursday,May
2024-05-09,06:11.3,card,ANON-0000-0000-0156,37.72,Latte,Thursday,May
2024-05-09,07:16.4,card,ANON-0000-0000-0156,37.72,Latte,Thursday,May
2024-05-09,55:14.6,card,ANON-0000-0000-0118,27.92,Americano,Thursday,May
2024-05-09,56:15.0,card,ANON-0000-0000-0118,27.92,Americano,Thursday,May
2024-05-09,01:29.9,card,ANON-0000-0000-0157,27.92,Americano,Thursday,May
2024-05-09,13:56.2,card,ANON-0000-0000-0143,32.82,Americano with Milk,Thursday,May
2024-05-10,09:22.0,cash,Not Provided,39.0,Latte,Friday,May
2024-05-10,46:21.5,card,ANON-0000-0000-0158,37.72,Latte,Friday,May
2024-05-10,47:32.5,card,ANON-0000-0000-0158,37.72,Latte,Friday,May
2024-05-10,20:15.1,cash,Not Provided,34.0,Americano with Milk,Friday,May
2024-05-11,39:52.9,card,ANON-0000-0000-0069,37.72,Latte,Saturday,May
2024-05-11,02:43.6,cash,Not Provided,39.0,Latte,Saturday,May
2024-05-11,20:30.4,card,ANON-0000-0000-0009,32.82,Americano with Milk,Saturday,May
2024-05-11,21:56.1,card,ANON-0000-0000-0026,37.72,Cocoa,Saturday,May
2024-05-11,23:57.3,card,ANON-0000-0000-0040,37.72,Cappuccino,Saturday,May
2024-05-11,28:54.1,card,ANON-0000-0000-0012,32.82,Americano with Milk,Saturday,May
2024-05-11,35:40.3,card,ANON-0000-0000-0115,37.72,Cappuccino,Saturday,May
2024-05-11,38:16.1,card,ANON-0000-0000-0159,37.72,Latte,Saturday,May
2024-05-12,20:42.5,card,ANON-0000-0000-0001,37.72,Latte,Sunday,May
2024-05-12,24:03.5,card,ANON-0000-0000-0160,37.72,Latte,Sunday,May
2024-05-12,27:39.0,card,ANON-0000-0000-0161,27.92,Americano,Sunday,May
2024-05-12,16:19.8,card,ANON-0000-0000-0077,37.72,Latte,Sunday,May
2024-05-12,38:02.4,card,ANON-0000-0000-0162,32.82,Americano with Milk,Sunday,May
2024-05-12,52:14.9,card,ANON-0000-0000-0163,32.82,Americano with Milk,Sunday,May
2024-05-12,04:21.1,card,ANON-0000-0000-0012,32.82,Americano with Milk,Sunday,May
2024-05-12,41:30.6,card,ANON-0000-0000-0009,32.82,Americano with Milk,Sunday,May
2024-05-13,03:53.3,card,ANON-0000-0000-0164,32.82,Americano with Milk,Monday,May
2024-05-13,31:10.8,cash,Not Provided,29.0,Americano,Monday,May
2024-05-13,31:50.9,cash,Not Provided,29.0,Americano,Monday,May
2024-05-14,38:14.6,card,ANON-0000-0000-0012,27.92,Americano,Tuesday,May
2024-05-14,39:25.5,card,ANON-0000-0000-0012,27.92,Americano,Tuesday,May
2024-05-14,40:17.5,card,ANON-0000-0000-0012,27.92,Americano,Tuesday,May
2024-05-14,19:23.2,card,ANON-0000-0000-0012,37.72,Cappuccino,Tuesday,May
2024-05-14,32:29.4,card,ANON-0000-0000-0165,37.72,Latte,Tuesday,May
2024-05-14,34:12.9,card,ANON-0000-0000-0165,37.72,Cappuccino,Tuesday,May
2024-05-14,04:54.6,card,ANON-0000-0000-0025,37.72,Cappuccino,Tuesday,May
2024-05-14,06:00.4,card,ANON-0000-0000-0009,32.82,Americano with Milk,Tuesday,May
2024-05-14,01:54.8,card,ANON-0000-0000-0040,27.92,Americano,Tuesday,May
2024-05-14,57:57.2,card,ANON-0000-0000-0166,32.82,Americano with Milk,Tuesday,May
2024-05-14,59:10.2,card,ANON-0000-0000-0166,37.72,Cappuccino,Tuesday,May
2024-05-14,51:25.2,card,ANON-0000-0000-0167,37.72,Hot Chocolate,Tuesday,May
2024-05-15,40:05.7,card,ANON-0000-0000-0168,37.72,Latte,Wednesday,May
2024-05-15,14:19.4,card,ANON-0000-0000-0012,23.02,Espresso,Wednesday,May
2024-05-15,19:10.0,card,ANON-0000-0000-0012,27.92,Americano,Wednesday,May
2024-05-15,34:35.1,card,ANON-0000-0000-0003,27.92,Americano,Wednesday,May
2024-05-15,35:29.2,card,ANON-0000-0000-0003,27.92,Americano,Wednesday,May
2024-05-15,36:27.3,card,ANON-0000-0000-0003,27.92,Americano,Wednesday,May
2024-05-15,55:29.0,card,ANON-0000-0000-0164,32.82,Americano with Milk,Wednesday,May
2024-05-15,38:10.8,cash,Not Provided,29.0,Americano,Wednesday,May
2024-05-15,38:52.3,card,ANON-0000-0000-0169,27.92,Cortado,Wednesday,May
2024-05-15,39:44.4,card,ANON-0000-0000-0012,27.92,Cortado,Wednesday,May
2024-05-15,28:58.6,card,ANON-0000-0000-0170,23.02,Espresso,Wednesday,May
2024-05-15,20:34.8,card,ANON-0000-0000-0171,37.72,Cappuccino,Wednesday,May
2024-05-16,38:42.5,card,ANON-0000-0000-0097,32.82,Americano with Milk,Thursday,May
2024-05-16,39:49.4,card,ANON-0000-0000-0172,32.82,Americano with Milk,Thursday,May
2024-05-16,42:50.3,cash,Not Provided,39.0,Latte,Thursday,May
2024-05-16,44:20.8,cash,Not Provided,39.0,Cappuccino,Thursday,May
2024-05-16,14:00.1,card,ANON-0000-0000-0173,32.82,Americano with Milk,Thursday,May
2024-05-16,15:16.3,card,ANON-0000-0000-0174,37.72,Hot Chocolate,Thursday,May
2024-05-16,44:31.5,card,ANON-0000-0000-0069,37.72,Latte,Thursday,May
2024-05-16,12:56.9,card,ANON-0000-0000-0175,37.72,Hot Chocolate,Thursday,May
2024-05-16,13:58.2,card,ANON-0000-0000-0175,37.72,Latte,Thursday,May
2024-05-17,00:48.5,card,ANON-0000-0000-0033,27.92,Americano,Friday,May
2024-05-17,30:27.6,card,ANON-0000-0000-0164,32.82,Americano with Milk,Friday,May
2024-05-17,58:03.1,cash,Not Provided,34.0,Americano with Milk,Friday,May
2024-05-17,55:18.5,card,ANON-0000-0000-0012,32.82,Americano with Milk,Friday,May
2024-05-17,56:46.8,card,ANON-0000-0000-0009,37.72,Cappuccino,Friday,May
2024-05-17,37:52.9,card,ANON-0000-0000-0176,37.72,Cappuccino,Friday,May
2024-05-17,34:50.8,card,ANON-0000-0000-0177,27.92,Americano,Friday,May
2024-05-17,36:33.4,card,ANON-0000-0000-0178,37.72,Latte,Friday,May
2024-05-17,37:42.8,card,ANON-0000-0000-0179,37.72,Latte,Friday,May
2024-05-18,01:37.9,card,ANON-0000-0000-0180,37.72,Cappuccino,Saturday,May
2024-05-18,02:40.0,card,ANON-0000-0000-0180,37.72,Cappuccino,Saturday,May
2024-05-18,15:56.1,card,ANON-0000-0000-0181,32.82,Americano with Milk,Saturday,May
2024-05-18,48:29.4,card,ANON-0000-0000-0172,32.82,Americano with Milk,Saturday,May
2024-05-18,49:27.1,card,ANON-0000-0000-0097,32.82,Americano with Milk,Saturday,May
2024-05-18,58:44.2,card,ANON-0000-0000-0040,32.82,Americano with Milk,Saturday,May
2024-05-18,22:53.1,card,ANON-0000-0000-0009,37.72,Latte,Saturday,May
2024-05-18,05:27.5,cash,Not Provided,39.0,Cappuccino,Saturday,May
2024-05-19,58:38.3,card,ANON-0000-0000-0182,27.92,Americano,Sunday,May
2024-05-19,59:33.5,card,ANON-0000-0000-0182,27.92,Americano,Sunday,May
2024-05-19,00:35.1,card,ANON-0000-0000-0183,37.72,Cappuccino,Sunday,May
2024-05-19,28:49.7,cash,Not Provided,24.0,Espresso,Sunday,May
2024-05-19,14:26.7,card,ANON-0000-0000-0184,32.82,Americano with Milk,Sunday,May
2024-05-19,43:40.0,card,ANON-0000-0000-0012,27.92,Americano,Sunday,May
2024-05-19,58:58.2,card,ANON-0000-0000-0185,32.82,Americano with Milk,Sunday,May
2024-05-19,12:36.3,card,ANON-0000-0000-0186,32.82,Americano with Milk,Sunday,May
2024-05-19,13:47.8,card,ANON-0000-0000-0186,23.02,Espresso,Sunday,May
2024-05-19,16:30.0,card,ANON-0000-0000-0186,37.72,Hot Chocolate,Sunday,May
2024-05-19,51:07.0,card,ANON-0000-0000-0187,37.72,Cappuccino,Sunday,May
2024-05-19,15:41.8,card,ANON-0000-0000-0188,37.72,Cappuccino,Sunday,May
2024-05-19,18:36.1,card,ANON-0000-0000-0189,37.72,Cappuccino,Sunday,May
2024-05-20,05:59.2,card,ANON-0000-0000-0190,32.82,Americano with Milk,Monday,May
2024-05-20,17:51.9,card,ANON-0000-0000-0191,37.72,Latte,Monday,May
2024-05-20,58:48.4,card,ANON-0000-0000-0001,37.72,Latte,Monday,May
2024-05-20,15:16.4,card,ANON-0000-0000-0143,27.92,Americano,Monday,May
2024-05-20,16:19.6,card,ANON-0000-0000-0143,27.92,Americano,Monday,May
2024-05-20,27:13.4,card,ANON-0000-0000-0003,27.92,Americano,Monday,May
2024-05-20,28:10.4,card,ANON-0000-0000-0003,27.92,Americano,Monday,May
2024-05-20,13:19.0,card,ANON-0000-0000-0192,32.82,Americano with Milk,Monday,May
2024-05-20,14:31.4,card,ANON-0000-0000-0192,37.72,Cappuccino,Monday,May
2024-05-20,32:21.3,cash,Not Provided,29.0,Americano,Monday,May
2024-05-20,12:51.1,card,ANON-0000-0000-0120,37.72,Latte,Monday,May
2024-05-20,13:56.9,card,ANON-0000-0000-0193,37.72,Latte,Monday,May
2024-05-20,36:48.3,card,ANON-0000-0000-0194,32.82,Americano with Milk,Monday,May
2024-05-20,37:57.3,card,ANON-0000-0000-0194,37.72,Cocoa,Monday,May
2024-05-20,46:52.1,card,ANON-0000-0000-0195,27.92,Cortado,Monday,May
2024-05-20,36:54.0,card,ANON-0000-0000-0012,32.82,Americano with Milk,Monday,May
2024-05-20,37:57.8,card,ANON-0000-0000-0012,32.82,Americano with Milk,Monday,May
2024-05-21,27:38.2,card,ANON-0000-0000-0196,37.72,Latte,Tuesday,May
2024-05-21,43:50.7,cash,Not Provided,29.0,Americano,Tuesday,May
2024-05-21,44:40.3,cash,Not Provided,34.0,Americano with Milk,Tuesday,May
2024-05-21,46:09.4,cash,Not Provided,39.0,Cocoa,Tuesday,May
2024-05-21,05:08.0,cash,Not Provided,39.0,Latte,Tuesday,May
2024-05-21,10:20.0,card,ANON-0000-0000-0197,37.72,Latte,Tuesday,May
2024-05-21,13:24.0,card,ANON-0000-0000-0012,23.02,Espresso,Tuesday,May
2024-05-21,11:09.2,card,ANON-0000-0000-0198,37.72,Cappuccino,Tuesday,May
2024-05-21,13:48.4,card,ANON-0000-0000-0199,37.72,Cappuccino,Tuesday,May
2024-05-22,34:41.8,card,ANON-0000-0000-0200,37.72,Cappuccino,Wednesday,May
2024-05-22,49:47.0,card,ANON-0000-0000-0191,32.82,Americano with Milk,Wednesday,May
2024-05-22,18:14.3,card,ANON-0000-0000-0141,27.92,Cortado,Wednesday,May
2024-05-22,34:55.0,card,ANON-0000-0000-0097,32.82,Americano with Milk,Wednesday,May
2024-05-22,29:50.8,card,ANON-0000-0000-0012,27.92,Americano,Wednesday,May
2024-05-22,30:43.3,card,ANON-0000-0000-0012,27.92,Americano,Wednesday,May
2024-05-22,00:20.5,card,ANON-0000-0000-0009,32.82,Americano with Milk,Wednesday,May
2024-05-22,24:58.1,card,ANON-0000-0000-0134,37.72,Cappuccino,Wednesday,May
2024-05-22,25:58.6,card,ANON-0000-0000-0134,37.72,Cappuccino,Wednesday,May
2024-05-22,23:53.0,card,ANON-0000-0000-0180,37.72,Hot Chocolate,Wednesday,May
2024-05-22,24:49.6,card,ANON-0000-0000-0180,37.72,Cappuccino,Wednesday,May
2024-05-23,10:19.6,card,ANON-0000-0000-0201,37.72,Cappuccino,Thursday,May
2024-05-23,22:06.6,card,ANON-0000-0000-0202,23.02,Espresso,Thursday,May
2024-05-23,55:16.6,card,ANON-0000-0000-0180,37.72,Cappuccino,Thursday,May
2024-05-23,56:27.2,card,ANON-0000-0000-0203,37.72,Cappuccino,Thursday,May
2024-05-23,18:14.1,card,ANON-0000-0000-0180,37.72,Cappuccino,Thursday,May
2024-05-23,41:00.0,card,ANON-0000-0000-0077,37.72,Latte,Thursday,May
2024-05-23,14:33.2,card,ANON-0000-0000-0153,37.72,Cappuccino,Thursday,May
2024-05-23,15:44.9,card,ANON-0000-0000-0153,37.72,Latte,Thursday,May
2024-05-23,03:53.9,card,ANON-0000-0000-0204,27.92,Cortado,Thursday,May
2024-05-23,17:28.4,card,ANON-0000-0000-0134,37.72,Cappuccino,Thursday,May
2024-05-23,18:26.4,card,ANON-0000-0000-0205,37.72,Cappuccino,Thursday,May
2024-05-23,42:31.5,card,ANON-0000-0000-0206,37.72,Cappuccino,Thursday,May
2024-05-23,15:01.4,card,ANON-0000-0000-0207,37.72,Cappuccino,Thursday,May
2024-05-23,16:24.2,card,ANON-0000-0000-0207,37.72,Latte,Thursday,May
2024-05-23,48:10.8,card,ANON-0000-0000-0208,32.82,Americano with Milk,Thursday,May
2024-05-23,55:36.9,cash,Not Provided,39.0,Hot Chocolate,Thursday,May
2024-05-24,11:59.2,card,ANON-0000-0000-0141,27.92,Cortado,Friday,May
2024-05-24,15:08.3,card,ANON-0000-0000-0012,27.92,Americano,Friday,May
2024-05-24,16:13.0,card,ANON-0000-0000-0012,27.92,Americano,Friday,May
2024-05-24,07:19.8,card,ANON-0000-0000-0081,37.72,Hot Chocolate,Friday,May
2024-05-24,17:40.3,card,ANON-0000-0000-0209,27.92,Cortado,Friday,May
2024-05-24,18:36.7,card,ANON-0000-0000-0209,27.92,Cortado,Friday,May
2024-05-24,30:40.2,card,ANON-0000-0000-0210,32.82,Americano with Milk,Friday,May
2024-05-25,40:58.8,cash,Not Provided,29.0,Americano,Saturday,May
2024-05-25,13:53.4,card,ANON-0000-0000-0211,37.72,Latte,Saturday,May
2024-05-25,40:23.6,cash,Not Provided,29.0,Americano,Saturday,May
2024-05-25,42:10.3,card,ANON-0000-0000-0212,32.82,Americano with Milk,Saturday,May
2024-05-25,43:13.3,card,ANON-0000-0000-0212,32.82,Americano with Milk,Saturday,May
2024-05-25,58:12.0,card,ANON-0000-0000-0213,32.82,Americano with Milk,Saturday,May
2024-05-25,47:09.6,card,ANON-0000-0000-0040,32.82,Americano with Milk,Saturday,May
2024-05-25,48:16.8,card,ANON-0000-0000-0040,27.92,Americano,Saturday,May
2024-05-26,20:02.2,card,ANON-0000-0000-0001,37.72,Latte,Sunday,May
2024-05-26,24:49.8,card,ANON-0000-0000-0214,32.82,Americano with Milk,Sunday,May
2024-05-26,26:05.2,card,ANON-0000-0000-0215,27.92,Cortado,Sunday,May
2024-05-26,40:58.9,card,ANON-0000-0000-0216,32.82,Americano with Milk,Sunday,May
2024-05-26,19:15.5,card,ANON-0000-0000-0217,37.72,Cappuccino,Sunday,May
2024-05-26,09:52.8,card,ANON-0000-0000-0218,37.72,Hot Chocolate,Sunday,May
2024-05-26,11:02.2,card,ANON-0000-0000-0218,37.72,Hot Chocolate,Sunday,May
2024-05-26,13:14.3,card,ANON-0000-0000-0218,27.92,Americano,Sunday,May
2024-05-26,39:18.8,card,ANON-0000-0000-0219,37.72,Latte,Sunday,May
2024-05-26,59:15.0,card,ANON-0000-0000-0220,37.72,Hot Chocolate,Sunday,May
2024-05-26,00:05.6,card,ANON-0000-0000-0220,37.72,Cappuccino,Sunday,May
2024-05-26,02:36.9,card,ANON-0000-0000-0221,27.92,Cortado,Sunday,May
2024-05-26,03:51.8,card,ANON-0000-0000-0222,37.72,Cappuccino,Sunday,May
2024-05-26,04:58.8,card,ANON-0000-0000-0221,37.72,Latte,Sunday,May
2024-05-26,06:02.6,card,ANON-0000-0000-0223,37.72,Cappuccino,Sunday,May
2024-05-27,34:55.3,card,ANON-0000-0000-0012,27.92,Americano,Monday,May
2024-05-27,05:21.7,card,ANON-0000-0000-0224,32.82,Americano with Milk,Monday,May
2024-05-27,06:43.6,card,ANON-0000-0000-0224,37.72,Cocoa,Monday,May
2024-05-27,11:34.1,card,ANON-0000-0000-0225,27.92,Americano,Monday,May
2024-05-27,14:05.8,card,ANON-0000-0000-0225,27.92,Americano,Monday,May
2024-05-27,50:55.8,card,ANON-0000-0000-0203,37.72,Latte,Monday,May
2024-05-27,00:51.0,card,ANON-0000-0000-0226,27.92,Americano,Monday,May
2024-05-27,16:27.4,card,ANON-0000-0000-0227,37.72,Latte,Monday,May
2024-05-27,17:38.7,card,ANON-0000-0000-0228,37.72,Latte,Monday,May
2024-05-27,29:07.1,card,ANON-0000-0000-0192,32.82,Americano with Milk,Monday,May
2024-05-27,30:19.8,card,ANON-0000-0000-0206,37.72,Cappuccino,Monday,May
2024-05-28,37:09.0,card,ANON-0000-0000-0012,32.82,Americano with Milk,Tuesday,May
2024-05-28,20:10.7,card,ANON-0000-0000-0097,32.82,Americano with Milk,Tuesday,May
2024-05-28,48:18.5,card,ANON-0000-0000-0229,37.72,Cappuccino,Tuesday,May
2024-05-28,14:40.4,card,ANON-0000-0000-0230,37.72,Cappuccino,Tuesday,May
2024-05-28,10:53.7,card,ANON-0000-0000-0194,37.72,Cocoa,Tuesday,May
2024-05-28,25:39.3,card,ANON-0000-0000-0141,27.92,Cortado,Tuesday,May
2024-05-28,21:44.0,cash,Not Provided,39.0,Cappuccino,Tuesday,May
2024-05-28,09:29.1,card,ANON-0000-0000-0231,27.92,Americano,Tuesday,May
2024-05-28,10:31.1,card,ANON-0000-0000-0231,37.72,Latte,Tuesday,May
2024-05-28,24:32.2,card,ANON-0000-0000-0009,32.82,Americano with Milk,Tuesday,May
